24h_1	24h_2	72h_1	72h_2	proB_1	proB_2
Hmgb1	21428.5	20572.4	24554.9	23906.7	47589.2	46165.1
Gm10167	144.8	151.8	196.8	163.5	193.9	165.7
Lsm14a	5769.3	5741.4	6445.7	6182.8	8165.6	7989.8
4931406P16Rik	1500.4	1672.7	1364.3	1600	1628.6	1554.3
Mfsd7b	1365.7	1433.7	1415.4	1509	1346.6	1510.5
Zfp932	898.7	938.9	788	789.3	971.3	970.9
Tecpr1	1324.9	1231.3	1129.5	1058.5	3556.7	3364.5
Ttc32	393.7	387	563.4	462.2	523.5	565.2
Fbxl18	740.9	936.1	675.7	812.8	488.3	542.1
Wdr35	531.1	567.9	624.6	576.8	825.2	772.3
Gm5113	188.5	220.2	148.5	170.4	125.4	127.9
Pydc3	68.7	51.5	28.8	77.4	310	405.6
Zbtb16	127.2	208	102.1	257.5	4.1	6.1
Vkorc1l1	2117.8	2324.9	2181	2251.2	1905.4	2129.3
Zbtb6	1195.8	1155.4	1136	1110.4	1236.7	1292.4
Rnasel	2706.4	2739.1	2395.4	2418.7	2663.1	2381.5
Zfp810	708.4	809.6	613.5	641.4	772.3	691.9
Zfp772	209.8	221.1	200.5	222.3	330.7	298.4
Ecsit	1166.1	1144.2	1253.9	1296.5	1570.5	1631.1
Nck2	525.5	706.6	417.6	691.3	447.8	514.1
Zfp617	536.6	606.3	553.2	550.3	855.2	844.2
Fbxl12	674	699.1	657.1	735.4	1699.1	1618.9
Suds3	4117.6	4029.4	4405.7	4199.9	4810	4672.8
Bub3	5635.7	5658	6542.2	6636.2	9431.4	9145.8
Hes6	3564.3	3487.8	2930	3192.3	2529.4	2119.6
Polr1c	2064.9	2070.9	2186.6	2117.1	1957.2	1955.1
Jchain	3011.9	4965.5	1907.3	6154.4	240.5	439.7
Xpo5	4889.2	4768.7	5520.4	5356.3	4317.6	4881.1
Eif1ax	7915.9	7669.9	8584	8152	7251.3	7286.9
H2-K2	205.2	235.2	132.7	183.1	176.2	190
H2-T23	1808.6	1691.4	1259.4	1590.3	1542.5	1357
Rplp0	88830.7	88149.2	88870.7	87779.4	91532.5	95129.4
Rps28	12328.8	11086.5	12072.8	10763.6	12600.4	11812.3
Bmpr2	1854.1	2134.6	1661.3	1821.4	2036	2137.8
Tmem128	1126.2	1001.7	1003.3	1041.9	1019	973.3
Lyar	4024.8	3442.8	4877.2	4307.6	3844.9	4015
Trmt2b	1696.3	1719.5	1539.7	1553	1479.3	1354.6
B3galt4	94.7	120.9	116	97.9	114	125.5
Zfp563	117	149	89.1	125.3	87.1	79.2
Zfp763	301.7	334.5	239.5	313.4	289.2	259.5
Hdac8	551.5	506	479.8	485.7	851.1	818.6
S1pr3	2167	2147.8	1279.9	1472.7	293.4	343.5
Syngap1	143.9	207.1	81.7	109.7	40.4	34.1
Prkag1	2205.1	1992.2	2431.6	2294.3	2236	2219.5
Lpar5	443.8	449.8	433.4	479.8	350.4	327.7
BC003965	1541.2	1465.6	1578.7	1446.3	1410.9	1346
Blcap	783.6	850.9	586.6	715.8	483.1	531.1
Pex26	325.9	319.5	291.4	354.5	252.9	241.2
Romo1	2034.2	1760.8	1813.5	1757.7	1424.3	1363.1
Arfgef1	4728.6	5129.5	5038.7	5325	6478	6551.2
Rpl31-ps8	111.4	96.5	109.5	121.4	141	138.9
Htatsf1	3015.6	2987.4	3186.2	3010.1	3412.6	3234.2
Gm13139	548.7	599.7	508.6	639.4	403.3	465.3
Zfp760	300.8	256.8	200.5	190.9	460.3	382.5
Gm10226	97.5	106.8	67.8	70.5	94.3	93.8
Zfp948	247.9	304.5	193	175.3	104.7	136.4
Zfp160	1064	1128.2	958.7	987.1	1288.5	1292.4
Gtf2f2	2139.1	1880.7	2287.8	1973.1	1700.1	1670.1
Lrch1	782.7	632.5	979.2	779.5	1358	1208.4
Tcp1	26496.8	25240	27307.6	26125.6	24098.9	24807.4
Tm9sf4	3257.9	3391.3	3043.3	3219.7	2484.8	2639.7
Cenpm	697.3	654.1	891	785.3	974.4	997.7
Tnfrsf13c	128.1	87.1	323	138.1	1018	730.9
Ccdc134	954.4	1035.5	1094.2	1077.1	966.2	973.3
Ninl	676.8	790.9	612.5	649.2	512.1	525
Cst7	2048.1	1903.2	1911.9	1963.3	862.5	805.2
Zfp120	874.6	858.4	823.2	850	954.7	948.9
Ndufaf2	673.1	521.9	702.6	590.5	368	369.1
Macrod2	95.6	102.1	81.7	128.3	47.7	47.5
Pick1	783.6	777.8	760.1	728.5	803.4	766.2
Lgals1	39708.6	37914.8	37130.7	34063.2	15911.4	17703.2
Il2rb	323.1	456.4	142.9	496.5	23.8	40.2
Gm11808	302.7	315.8	312.8	368.2	367	316.7
Amn1	362.1	402.9	306.3	306.5	395	365.4
Ap5s1	274.8	318.6	258	278.1	316.2	332.6
Cenpb	2951.5	2809.3	2832.6	2263	3222.9	3519.2
Usf3	2615.4	2851.5	2349	2585.1	3188.7	3185.4
Ddrgk1	1801.2	1827.3	1709.6	1752.8	1801.7	1770
Aup1	4800.1	4474.5	4818.7	4519.1	5229.9	5141.8
Htra2	3208.7	2940.5	3353.2	2911.2	2564.7	2670.2
Dok1	1363	1218.2	1194.5	1035	1686.6	1700.5
Chrac1	876.5	841.5	1016.3	878.4	1048	1025.7
Cep152	1457.7	1412.2	1528.6	1496.3	2004.9	1978.3
Rnase12	0	0	2.8	2	166.9	193.7
Pnp2	16.7	13.1	146.6	73.4	871.8	799.1
Uty	1691.6	1821.7	1212.1	1393.4	1365.3	1441.1
Mfap1a	1142	1209.8	1111.9	1125.1	1335.2	1469.1
Gng5	2692.5	2636.9	2674.8	2503.9	2902.6	2686
Zfp467	104	128.4	45.5	108.7	201.1	202.2
Myadm	1290.5	1303.5	1669.7	1519.8	2814.5	2693.3
Zfyve19	859.7	902.4	889.1	952.8	696.6	776
Clec16a	1067.7	1036.4	835.3	963.6	919.5	1011.1
Tmem167b	1266.4	1299.7	1216.7	1294.5	1304.1	1237.6
Trp53i11	6711.7	6053.5	9418.4	7395.1	15356.8	14487.3
Sars	7205.7	7133.9	7988.2	7224.7	8124.2	8477
Celsr2	664.8	831.2	454.8	666.9	347.3	408.1
Cry2	1299.8	1293.2	1170.3	1147.6	856.3	867.3
Psrc1	286.9	334.5	227.4	288.9	646.9	604.2
Sort1	1428.9	1536.8	852	1090.9	74.6	81.6
Psma5	4684.9	4336.8	5522.2	4826.6	4406.8	4395
Il3ra	242.3	253.9	164.3	191.9	379.4	264.3
Rap1a	2598.7	2699.7	3164.8	2989.6	3522.5	3688.5
Csde1	12315.8	13089.9	11657	12398.9	9147.3	9502.7
Hist2h2be	549.6	484.5	448.3	396.6	994.1	652.9
Sf3b4	3362.8	3463.4	3759.8	3814.1	3394	3725.1
Selenbp1	1312.8	1407.5	814.9	1016.4	326.5	220.5
Ssb	12416.1	11689	13938.3	12226.6	13134.3	13076.7
Clk2	3635.8	3528.1	3357.9	3169.7	3297.6	3168.4
Dap3	3049	2896.5	3449.8	3180.5	3810.7	3805.5
Msto1	1785.4	1690.5	1945.3	1850.7	1321.7	1566.5
Syt11	175.5	136.8	192.1	181.2	182.4	216.8
Zfp619	217.3	243.6	233	219.3	167.9	154.7
Zbtb34	2067.6	1981.9	1861.8	1813.5	1462.7	1491
Urm1	1176.3	1093.6	1261.3	1260.3	921.6	1029.3
Ddx3y	3751.8	3875.7	3446.1	3506.6	3462.4	3476.6
Eif2s3y	2875.4	2873.1	2778.7	2595.9	3608.6	3374.2
Cdk7	2655.3	2663.2	2582	2416.7	2038	2113.5
Pde7a	2126.1	2141.2	1966.7	1783.2	2134.4	1958.8
Zbtb10	813.3	884.6	615.3	723.6	600.2	572.5
Fgfr1op	1861.5	1891	2062.2	2006.4	2324.2	2340
Zfp874a	499.5	517.3	338.8	428.9	405.3	350.8
Zfp825	465.2	469.5	381.5	421.1	525.6	449.5
Fam8a1	1075.1	1192	796.3	1107.5	1076	1051.3
Dusp22	252.5	231.5	251.5	276.1	303.7	271.6
Hist1h3a	137.4	93.7	108.6	103.8	80.9	67
Hist1h2ae	165.3	165.9	155.9	136.1	76.7	84.1
Hist1h2bj	216.3	224	228.3	149.8	169	125.5
Hist1h3c	286	253	277.5	209.6	223.9	193.7
Epc2	1979.4	2030.6	1820.9	1789	2093	2064.7
Lyz2	78	63.7	1312.3	768.7	275.7	191.2
Tmem19	1171.7	1230.4	1201	1146.7	867.7	906.3
Scyl2	1608.1	1683.9	1602.8	1566.8	2056.7	2006.3
Dazap1	6479.6	6392.7	7099.1	6680.3	7686.7	7792.4
Strada	1765	1738.3	1785.7	1770.4	1461.7	1506.8
Pex11g	161.5	230.5	155	174.3	82.9	87.7
Marcks	104	87.1	383.3	197.8	3878.1	4060.1
Pcgf1	279.5	270.8	259.9	285	368	309.4
Gm10275	280.4	264.3	232	258.5	384.6	316.7
Gm5595	245.1	247.4	155.9	212.5	239.5	244.8
Arid1b	2898.6	3322.8	2596.8	3136.4	3856.3	3872.5
Psmb3	4262.5	3930.1	5182.5	4634.7	4134.1	4447.4
Zfp125	296.2	338.3	351.8	340.8	386.7	559.1
Msi2	11757.8	12413.4	8966.4	9169.4	8306.6	7857
Wfdc17	26.9	21.6	199.5	171.4	2.1	2.4
Slfn9	666.6	697.2	663.6	816.7	1286.5	1283.9
Fam57a	97.5	145.2	90	96.9	59.1	75.5
Nlrp1a	320.3	305.5	309.1	325.1	444.7	500.7
Ahnak	3724.9	3702.4	5465.6	4725.7	539.1	860
Sco1	610	606.3	688.7	631.6	584.7	668.8
Irgm2	631.3	539.8	372.2	551.3	232.2	310.6
9930111J21Rik2	439.2	283	899.3	582.6	510	521.4
9930111J21Rik1	147.6	94.6	286.8	202.7	157.6	188.8
Atxn1l	2300.7	2298.6	2324.9	2320.8	2717	2816.3
Spdl1	1148.5	1132.9	1468.3	1418.9	1767.5	1701.7
B3gnt9	122.6	129.3	89.1	97.9	80.9	86.5
Fcho1	8794.2	8761.6	9049.9	8815.9	19318.9	17727.6
Ell	1278.5	1222.9	1154.6	1152.5	1070.9	1225.4
Ssbp4	2347.1	2401.7	2842.8	2649.8	3098.5	3274.4
Sp140	533.9	535.1	504	588.5	560.8	501.9
Sp110	1410.3	1268.8	1048.8	1329.8	1117.5	1063.4
Snora57	137.4	142.4	101.2	111.6	91.2	67
3000002C10Rik	269.2	236.1	207	245.8	231.2	216.8
Ndufaf3	503.2	456.4	712.8	573.8	724.6	695.6
Gmppb	597	641.9	749.9	749.1	413.6	499.4
Scn2b	67.8	27.2	145.7	56.8	630.3	356.9
Mpzl3	78	78.7	113.2	56.8	252.9	202.2
4930581F22Rik	364.9	312	299.8	261.5	521.4	471.4
Eif3g	5806.5	5521.2	6138.5	5803.8	4256.5	4531.5
Rnf213	12106.9	11719.9	6327.8	13879.5	3137.9	3324.3
Gm10288	247.9	227.7	222.7	244.8	257.1	264.3
Gm21975	93.8	97.5	121.6	106.7	104.7	80.4
Capza1	6247.5	5918.5	6790	6776.2	6874	6815.5
Tmem256	1653.6	1475.9	1775.5	1489.4	1683.5	1517.8
Zscan25	841.2	843.4	753.6	781.4	760.9	755.2
Rnf121	601.6	687.8	658	657.1	782.7	738.2
Serpinh1	8.4	15	176.3	18.6	41.5	63.3
9230112E08Rik	145.8	160.2	113.2	114.6	185.6	176.6
Mesdc1	2278.4	2163.7	2219.1	2107.3	5580.3	5261.1
Fam217b	203.3	202.4	184.7	199.8	32.1	43.9
Chchd2	7194.5	7107.7	7527.9	7158.1	6333.9	6138.2
Fcrl6	3.7	0	1.9	0	166.9	81.6
Ndnl2	767.8	808.7	822.3	798.1	941.3	942.8
Peg12	115.1	133.1	58.5	107.7	37.3	65.8
Top1	10180.4	10302.1	11046.3	10962.4	11258	10914.5
Rasal2	260	350.5	152.2	299.6	144.1	165.7
Mn1	1190.3	1344.7	556.9	850.9	19.7	40.2
Fv1	306.4	324.2	293.3	292.8	342.1	344.7
Gm13251	617.4	791.8	568.9	739.3	472.7	665.1
Lrrc8b	1073.3	1143.2	1037.6	1040.9	1774.7	1838.2
Runx3	2499.4	2856.2	2118.9	2873	1613	1799.2
Utp3	3346.1	3258.2	3919.4	3566.3	4896.1	5139.3
Sars2	1315.6	1283.8	1302.1	1360.1	1006.6	1153.6
Eid2b	191.3	188.4	147.6	190	144.1	157.1
1700049G17Rik	174.5	229.6	168.9	191.9	273.7	230.2
Rmdn3	1275.7	1253.8	1463.6	1331.7	1397.4	1392.3
Fryl	5156.6	5241	5342.2	5204.6	7020.2	6953.1
Gm12942	170.8	169.6	144.8	164.5	188.7	209.5
Dgkd	10484.9	10477.4	10142.3	9555.2	14998.2	14259.5
Rbm47	111.4	104	91	94	75.7	60.9
Pnmal2	91	115.3	39.9	88.1	1	3.7
Gltscr1	1030.6	1151.7	1209.3	1204.4	2670.4	2749.3
6330408A02Rik	221	197.7	217.2	220.3	316.2	296
Ccnyl1	243.3	227.7	244.1	273.2	293.4	341.1
Ccdc173	102.1	97.5	78	93	108.8	90.1
Klhl9	4007.2	4322.7	3824.7	3961	4095.8	4010.1
Rraga	2081.6	2152.4	2270.1	2104.3	2250.6	2386.3
Tgfbrap1	1387.1	1467.5	1343	1420.9	1088.5	1063.4
Rabepk	1005.5	923	1100.7	1011.5	809.6	766.2
Dnajc25	342.6	303.6	336.9	360.4	277.8	271.6
Ndufb6	1793.8	1540.5	2300.8	1932	1880.5	1711.5
Camkmt	132.8	121.8	108.6	119.5	86	86.5
Gm15210	198.7	202.4	206	201.7	144.1	147.4
Rasgrp3	89.1	117.1	111.4	91.1	135.8	114.5
Safb	6012.6	5956.9	6898.6	6521.6	7141.4	7145.6
Treml2	4145.5	3938.5	4553.3	4537.7	6290.4	7161.4
Ptges3	8646.6	8511.4	9738.6	9773.6	7822.5	8537.9
Yipf3	1669.3	1742	1513.7	1556	1718.8	1638.4
Jund	5674.6	5878.2	5508.3	6072.2	8741	8523.3
Nr2c2ap	1350	1337.2	1343.9	1344.5	1033.5	1014.7
Srsf3	19437.9	19362.7	20944.5	19807.7	22555.3	22664.7
Smim15	1899.6	1928.5	2014	1905.6	2082.6	2164.6
Naip5	101.2	60	136.4	79.3	88.1	57.3
Cecr2	6110.1	5147.3	10620.3	6930	19542.8	19395.2
Syndig1l	1349	1804.8	722.1	1369	632.4	969.6
2210408I21Rik	103.1	115.3	102.1	113.6	79.8	103.5
Slc25a16	917.3	938	1029.3	993.9	1006.6	969.6
Zfp213	678.7	737.5	718.4	742.3	647.9	678.5
Zfp946	154.1	128.4	109.5	114.6	177.3	179.1
Zfp942	1147.6	1229.4	1097.9	1063.4	1445.1	1319.2
Zfp65	901.5	1026.1	858.5	926.3	792	762.6
Zfp58	167.1	177.1	138.3	145.9	173.1	146.2
2610044O15Rik8	699.1	807.8	584.7	563.1	594	643.2
Tia1	6392.3	6960.5	5592.8	6174	6704	6507.3
Setdb2	1112.3	848	964.3	847	941.3	912.4
Tbpl1	1516.1	1645.5	1594.5	1462	2018.3	1749.2
Map3k5	1636.8	1424.3	2455.8	1907.5	4006.6	3571.6
Hpcal1	627.6	630.6	593.1	640.4	316.2	274.1
Ect2l	77.1	103.1	50.1	93	141	119.4
2410004P03Rik	206.1	214.6	80.7	145.9	58.1	80.4
Rpl23	30237.5	26274.5	29809.8	26275.5	35041.7	32178.4
Psmg4	678.7	605.3	775	680.6	684.2	649.3
Dtnb	580.3	709.4	612.5	702.1	1087.4	1131.7
1110002L01Rik	1119.7	1092.6	862.2	906.8	775.4	767.4
Zfp777	1661.9	1642.7	1420.9	1533.5	2026.6	1868.6
Hist1h2ai	104	104	91	66.6	60.1	52.4
Usmg5	2827.1	2602.2	3187.1	2732	2538.7	2404.6
Pcnp	2299.8	2497.3	2570.9	2521.5	2899.5	2750.6
Nt5dc2	6793.4	6572.6	5609.5	5517.9	2737.8	2649.5
2510002D24Rik	409.4	434.8	380.5	379.9	333.8	347.2
Cebpd	52.9	49.7	143.9	94	11.4	19.5
Eef1g	37696.7	37424.7	38041.2	37377.9	29173.2	32914.1
Tut1	2317.4	2426.1	2451.1	2236.5	1791.3	1822.3
Mta2	10899	10980.6	12422.7	11997.4	12868.9	13129.1
Eml3	2593.1	2387.7	2569.9	2205.2	1891.9	1984.4
B3gat3	1006.4	977.4	908.6	876.4	771.3	642
Ganab	12885.9	13505	12978.6	13502.5	10417.2	10797.6
Ints5	2702.7	2696.9	2780.6	2760.4	2511.8	2739.6
Uqcc3	595.1	620.3	636.7	602.2	711.1	634.7
Ubxn1	4308	4385.5	4382.5	4258.6	4582	4430.4
Bscl2	437.3	365.5	465	372.1	517.3	469
Hnrnpul2	12015.9	11838	13011.1	12200.1	13771.8	13794.2
Ttc9c	2969.2	2962.1	3007.1	2868.1	3271.6	3151.3
Zbtb3	117	101.2	116	91.1	90.2	97.5
Polr2g	1732.5	1574.3	1966.7	1744	1710.5	1640.8
Snx29	194	239	205.1	238	498.6	492.1
Sms	3211.5	3135.4	3448.8	3207	3132.7	3103.8
Mpst	1316.5	1313.8	1350.4	1172.1	1591.2	1416.7
Csf2rb	4003.4	3392.2	3653	2924.9	3104.7	3250
Csf2rb2	497.6	458.2	743.4	496.5	829.3	801.5
Ncf4	2669.3	2419.5	2509.6	2284.5	1420.2	1713.9
Zhx2	596.1	641	469.6	490.6	928.8	886.8
2610005L07Rik	201.5	209.9	194.9	187	272.6	305.8
6820431F20Rik	195.9	162.1	153.1	172.3	244.6	240
Ccdc112	136.5	141.5	117.9	143	148.2	99.9
Ppia	54258.2	51511.6	58632.1	55062.6	58609.8	57912.8
6720489N17Rik	103.1	119	196.8	120.4	121.3	129.1
Ccnf	3836.3	3858.9	4190.4	4291.9	6092.4	6193
Ang	68.7	36.5	87.2	39.2	139.9	92.6
Tuba1a	3465	3671.4	3240.9	3726.9	4275.1	4592.4
Taf1a	617.4	689.7	682.2	686.4	732.9	677.3
Nanos1	220	268.9	211.6	274.2	119.2	159.6
Ppp1r3e	342.6	385.1	341.5	404.4	267.5	266.8
Phf20l1	3150.2	3238.5	3196.4	3274.5	3873.9	3859.1
Fam84b	7007	7654	4278.6	5974.2	1816.2	1867.4
Ptrh2	2170.7	2013.8	2038.1	1775.3	1499	1643.3
Gm10384	1250.6	1277.2	802.8	721.7	1095.7	961.1
Slfn2	179.2	147.1	472.4	470	1522.8	2381.5
Slfn10-ps	466.1	577.2	319.3	611	396	472.6
Lyrm9	520.9	511.6	485.4	435.8	460.3	453.1
Zfp783	1161.5	797.4	1068.2	647.3	471.7	437.3
Spef2	175.5	207.1	187.5	218.4	489.3	377.6
Rpl37rt	340.7	375.8	407.4	383.9	376.3	394.7
1500011B03Rik	307.3	385.1	293.3	288.9	231.2	231.4
Smim10l1	2099.2	2044.7	1852.5	1926.1	2280.6	2207.3
Myo18b	820.7	1158.2	438.1	696.2	6.2	34.1
Gm6712	140.2	150.9	141.1	127.3	110.9	158.4
4930522L14Rik	344.5	353.3	276.6	257.5	356.6	292.4
5430403G16Rik	214.5	217.4	165.2	176.3	195.9	186.4
Acrbp	198.7	224.9	144.8	173.3	217.7	204.6
Grcc10	798.5	874.3	594.9	659	783.7	656.6
Ahnak2	89.1	144.3	35.3	113.6	3.1	21.9
Cep170b	1411.2	1392.5	2411.2	1815.5	3285.1	3062.4
A530017D24Rik	363.9	363.6	328.5	343.7	352.5	327.7
Rybp	601.6	585.7	642.2	680.6	600.2	679.7
Nfxl1	1069.6	1163.8	995.9	1110.4	1305.1	1180.4
4933439C10Rik	2598.7	2068.1	2473.4	1650	2635.1	2282.8
Gm12258	323.1	381.4	132.7	170.4	230.1	214.4
Ptgr2	2267.3	2249	2149.5	2146.5	1591.2	1426.4
Bhlhb9	2204.1	2174	2002.9	2084.8	1990.4	2051.3
Armcx5	396.4	373	417.6	432.8	500.7	483.6
Oip5	851.4	851.8	912.3	841.2	1269.9	1230.3
Gpr174	1132.7	1376.6	1085.9	1403.2	774.4	864.9
Uprt	456.8	488.2	464.1	444.6	373.2	392.2
Zxdb	143.9	183.7	152.2	184.1	197	183.9
Lrrc61	616.5	584.7	584.7	522.9	462.3	473.9
Drc1	220	408.6	116	487.7	8.3	11
Vma21	1502.2	1507.7	1619.5	1577.5	1506.2	1556.8
BC023829	627.6	700	786.1	726.6	868.7	822.2
5031425E22Rik	625.8	667.2	517.9	551.3	871.8	740.6
1810058I24Rik	1793.8	1788.9	1791.2	1606.9	1153.8	1168.2
2410018L13Rik	113.3	165.9	58.5	96.9	61.2	165.7
2500004C02Rik	275.7	266.1	240.4	209.6	262.3	203.4
C030034I22Rik	154.1	124.6	126.2	118.5	231.2	218
C920025E04Rik	44.6	35.6	37.1	54.8	237.4	299.7
H2-D1	18425	18837.9	20620.6	21719.1	19306.5	17815.3
Lst1	361.2	304.5	608.8	454.4	109.9	127.9
Gm10501	258.1	259.6	207	239.9	197	190
Zfp414	776.2	847.1	839	848	577.4	622.5
Arhgdig	451.2	444.2	129	134.2	35.2	43.9
Wdr90	2004.5	2319.2	2030.7	2215	1729.1	1886.9
Eme2	429.9	492	340.6	379	364.9	355.7
D330041H03Rik	354.7	385.1	284	281	584.7	549.4
Gm10509	84.5	120.9	67.8	68.5	76.7	73.1
Sft2d1	584.9	642.8	639.5	655.1	625.1	634.7
Rsph3a	315.7	301.7	286.8	323.1	292.3	287.5
Marc2	2594.1	2555.4	2427.9	2485.3	2702.5	2483.8
Ifi204	84.5	45.9	211.6	199.8	20.7	28
E330020D12Rik	265.5	225.8	270.1	210.5	781.6	607.9
Cep76	1360.2	1322.2	1754.1	1544.2	1813.1	1808.9
Ppp1r12b	734.4	685.9	594.9	627.7	783.7	752.8
Csnk1g3	1963.7	2250.8	1837.6	1871.3	2189.4	2287.7
Prob1	1638.7	1674.5	1226	1208.4	1812.1	1590.9
D2hgdh	795.7	837.7	764.8	824.5	633.4	615.2
Myeov2	1151.3	1043	1270.6	1096.7	1269.9	1147.5
C130036L24Rik	139.3	134.9	175.4	138.1	193.9	215.6
Rab18	3216.1	3139.2	3194.5	3210.9	3101.6	3045.4
Wdfy1	371.4	336.4	343.4	264.4	447.8	420.3
Gm10557	143.9	136.8	158.7	162.6	203.2	186.4
Nbeal1	596.1	699.1	569.9	662.9	676.9	739.4
Hspe1	5514	4859.6	6870.8	6052.6	3911.3	4206.2
Faap20	532	546.3	531.8	505.3	252.9	265.6
Klhl21	1821.6	1912.6	1591.7	1611.8	1070.9	1254.7
Rpl31	16542.1	14636.1	16980.6	14972.3	19349	18471.9
Apitd1	714	569.7	1065.5	713.9	1366.3	1240.1
Gm13241	147.6	218.3	103	179.2	106.8	179.1
Lmbrd1	638.8	739.3	594	648.2	769.2	816.2
Btbd19	192.2	276.4	273.8	294.7	267.5	310.6
Kti12	1821.6	1774.8	1946.2	1978	1414	1530
Efcab7	170.8	185.5	185.6	185.1	239.5	237.5
Alg6	635.1	560.4	732.3	678.6	767.1	767.4
Tufm	3398.1	3194.5	4281.3	4045.2	3077.8	3397.4
Il11ra1	92.8	109.6	75.2	68.5	88.1	52.4
Gm1966	3193.8	2891.8	4229.4	4150.9	6473.8	6351.4
Mob3b	289.7	225.8	226.5	180.2	68.4	69.4
Trim68	247	294.2	248.7	289.8	228.1	257
Rhog	2725	2562.9	3424.7	3173.7	3150.4	3173.3
Ggh	163.4	117.1	258.9	108.7	308.9	218
Omp	173.6	238	84.5	140	6.2	21.9
Exoc8	939.6	928.6	813	906.8	873.9	963.5
Mc1r	1017.6	1059.8	405.6	385.8	6134.9	5989.6
4930520O04Rik	394.6	471.3	237.6	290.8	101.6	76.7
Mlycd	433.6	455.4	310.9	415.2	134.8	130.3
Snrnp40	4225.3	3862.6	4699	4423.1	4238.8	4403.6
Svip	324	334.5	420.4	373.1	125.4	140.1
Rbm15b	3996.9	4371.4	3967.6	4123.5	4373.6	4687.4
Mrgpra9	106.8	119	129.9	216.4	5.2	9.7
Rpl13a	50458.1	47687.4	51871.8	47433.5	57423.9	55653.2
4930513N10Rik	197.8	178	131.8	167.4	107.8	112.1
Nlrc5	6181.6	6630.7	5969.6	6047.7	3040.5	3229.3
Zfp788	714.9	762.8	691.4	643.3	791	802.8
AW146154	445.7	450.7	330.4	344.7	407.4	386.2
Znhit6	907.1	775.9	1035.8	841.2	896.7	940.4
G430095P16Rik	162.5	164	146.6	138.1	91.2	75.5
Sdhaf1	570.1	521	569.9	559.1	512.1	509.2
Dnajb14	928.4	956.7	811.2	792.2	245.7	210.7
Zfp382	141.1	166.8	179.1	167.4	426.1	403.2
Zfp568	2003.6	2108.4	1803.3	1910.5	961	1006.2
Spint2	3010	3443.7	2071.5	2827	882.2	994
Ap1ar	2209.7	2081.2	3659.5	2798.6	6423	5579.1
Dda1	2664.6	2606	2737.9	2574.4	3193.9	3299.9
Ceacam1	367.7	298.9	560.6	424	1464.8	1493.4
Phldb3	1310	1156.3	1117.4	914.6	2024.6	1572.6
Zfp94	236.8	239	245	211.5	652	622.5
Peak1	1228.3	1241.6	989.4	1110.4	1002.4	1069.5
Ovgp1	95.6	103.1	107.7	99.9	103.7	99.9
I830077J02Rik	920.1	787.1	1140.6	1094.8	43.5	48.7
Gm10676	236.8	242.7	173.6	209.6	193.9	192.5
Ccdc61	771.5	806.8	762	823.5	885.3	862.4
Ehd2	42.7	22.5	168	57.8	321.4	281.4
Zfp865	1996.2	2230.2	1771.8	2015.2	1712.5	1908.8
Zfp628	987.9	1015.8	982.9	1082	986.9	973.3
Gm14548	84.5	90.9	121.6	121.4	0	4.9
Spc24	1662.8	1479.6	2003.8	1907.5	2049.4	1978.3
Mex3a	4827	4991.8	3250.2	3805.3	2804.1	2767.6
A430078G23Rik	922.9	1031.7	834.4	928.3	604.4	667.5
Arfip1	280.4	315.8	294.2	307.5	222.9	209.5
Etohi1	200.5	253.9	235.7	221.3	271.6	241.2
Cass4	299	274.6	195.8	189	194.9	163.2
Kcng1	3227.3	3395	1694.7	1705.8	1709.4	1600.6
Mocs3	393.7	398.3	362.9	437.7	300.6	336.2
Zfos1	3244.9	3072.6	3745.8	3053.2	2846.6	3045.4
Arfgef2	3048.1	3150.4	3011.7	3310.7	2656.9	2689.7
Mgst2	2425.1	2693.1	1451.6	2273.8	2229.8	2805.4
BC029722	1166.1	1115.1	1212.1	1096.7	874.9	912.4
Eif2s2	8980.8	8350.2	10683.4	9279.1	9922.8	9983.9
Kif5a	467	467.6	281.2	396.6	12.4	24.4
Tspyl3	845.8	940.8	749.9	848	800.3	817.4
Ttll9	59.4	33.7	100.2	66.6	192.8	152.3
Csnk2a1	6098	5894.2	5472.1	5517.9	5302.4	5421.9
Zfp950	1151.3	1322.2	800	954.7	1246	1107.3
B930041F14Rik	303.6	350.5	221.8	303.6	121.3	149.8
Thbd	102.1	119.9	161.5	168.4	114	190
Pdzd8	3965.4	4192.4	3854.4	3918.8	4945.8	5060.2
Atxn7l3b	6218.7	6275.6	5620.6	5618.8	5964.8	5722.8
Kiz	482.8	516.3	423.2	447.5	663.5	594.5
Gm561	369.5	288.6	315.6	264.4	268.5	209.5
Ube2n	3280.2	3189.8	3607.5	3396.9	3259.2	3369.4
Plxnc1	1351.8	1332.5	1490.5	1510	1071.9	873.4
Hspa12b	1608.1	1855.4	541.1	792.2	640.6	606.6
Arrdc3	1177.3	1298.8	1062.7	1119.3	1733.3	1674.9
Itpa	1943.2	1908.8	2166.2	2026	1901.2	1868.6
Gm4149	149.5	145.2	129	131.2	156.5	137.6
Gas2l3	793.8	796.5	943.9	899.9	2821.7	2569.1
Gm10762	253.5	257.7	236.7	215.4	147.2	140.1
Hps6	572.8	569.7	490	537.6	396	412.9
Itpripl1	926.6	937.1	1089.6	1043.9	1181.8	1218.1
2010315B03Rik	500.4	541.6	443.6	391.7	586.7	492.1
BC025920	252.5	234.3	277.5	219.3	550.5	473.9
